iter	RMSE
320	1.883022401
321	1.880398864
322	1.877505307
323	1.876898936
324	1.876317852
325	1.873488199
326	1.871078951
327	1.870494705
328	1.869733815
329	1.869179444
330	1.868742112
331	1.868194296
332	1.867664246
333	1.867142851
334	1.86606554
335	1.865525614
336	1.865021811
337	1.863294652
338	1.860432994
339	1.859911753
340	1.858895426
341	1.857603679
342	1.856719883
343	1.856231905
344	1.855801654
345	1.855463763
346	1.85521038
347	1.852477786
348	1.851774521
349	1.85055096
350	1.85011411
351	1.847859683
352	1.847524483
353	1.847156135
354	1.846540819
355	1.844185887
356	1.841600461
357	1.84063782
358	1.838832793
359	1.836741103
360	1.836488567
361	1.833134174
362	1.831258182
363	1.829084311
364	1.826578149
365	1.824640146
366	1.824262886
367	1.82186947
368	1.820007849
369	1.819673305
370	1.817492593
371	1.817111165
372	1.814995602
373	1.814405853
374	1.813940138
375	1.813101685
376	1.812390817
377	1.810061605
378	1.808304126
379	1.805507955
380	1.805125039
381	1.803723138
382	1.803263805
383	1.802892153
384	1.800805767
385	1.800437826
386	1.79962497
387	1.799132126
388	1.797855041
389	1.795458229
390	1.794804635
391	1.79291816
392	1.792565588
393	1.790506479
394	1.788619067
395	1.786718156
396	1.786308572
397	1.785353428
398	1.784107812
399	1.782495335
400	1.781565334
401	1.780338601
402	1.777554519
403	1.777190018
404	1.775726217
405	1.775358133
406	1.774684085
407	1.772737117
408	1.770549532
409	1.769025351
410	1.767209222
411	1.765669692
412	1.763722266
413	1.762789348
414	1.76247985
415	1.761405225
416	1.759583943
417	1.757803888
418	1.756629133
419	1.755821138
420	1.754300489
421	1.753062113
422	1.751446154
423	1.750891701
424	1.750551068
425	1.749807885
426	1.748880692
427	1.747454452
428	1.747156826
429	1.745447468
430	1.743263792
431	1.742464478
432	1.740723634
433	1.740408705
434	1.738753135
435	1.736128941
436	1.735165167
437	1.734742349
438	1.734216337
439	1.733578414
440	1.73330048
441	1.73291772
442	1.731179661
443	1.730630592
444	1.729021814
445	1.726432276
446	1.725001507
447	1.724749724
448	1.72308338
449	1.721605747
450	1.719608296
451	1.719127914
452	1.718595285
453	1.716930771
454	1.715917382
455	1.713846297
456	1.713078143
457	1.711769712
458	1.710150786
459	1.709392007
460	1.708907977
461	1.708449789
462	1.707091192
463	1.705643418
464	1.704692418
465	1.704094248
466	1.702671289
467	1.702444912
468	1.701946168
469	1.700775832
470	1.698685681
471	1.696209145
472	1.695961894
473	1.694520983
474	1.693587967
475	1.692476737
476	1.69226023
477	1.690213895
478	1.688995261
479	1.687629347
480	1.687456089
481	1.686704347
482	1.686519697
483	1.685685554
484	1.684211193
485	1.683682084
486	1.683420852
487	1.682810785
488	1.681472463
489	1.681169069
490	1.680652349
491	1.680400136
492	1.679316848
493	1.679071422
494	1.677911669
495	1.676879107
496	1.675820348
497	1.674262768
498	1.674074514
499	1.673468839
500	1.673192616
501	1.672949944
502	1.672717539
503	1.672475049
504	1.671139194
505	1.670014067
506	1.668910032
507	1.667523881
508	1.666782129
509	1.66641798
510	1.665416829
511	1.663476132
512	1.662996474
513	1.662007682
514	1.660503982
515	1.659423953
516	1.659030388
517	1.658820564
518	1.65724381
519	1.655752913
520	1.654237087
521	1.653301165
522	1.651907606
523	1.650420741
524	1.649818588
525	1.647504144
526	1.646774314
527	1.645547031
528	1.64410393
529	1.643553172
530	1.642181307
531	1.640761091
532	1.639467461
533	1.638070317
534	1.635960003
535	1.634970169
536	1.633200917
537	1.631821778
538	1.631586914
539	1.630859533
540	1.628875822
541	1.628559941
542	1.627764045
543	1.626469528
544	1.625076023
545	1.62313716
546	1.622086902
547	1.621166346
548	1.620430056
549	1.619648555
550	1.618846755
551	1.617909035
552	1.616981745
553	1.616759785
554	1.615367389
555	1.614007774
556	1.61319181
557	1.612637054
558	1.612290046
559	1.610386438
560	1.609132418
561	1.607791593
562	1.606729192
563	1.605657287
564	1.605292624
565	1.604588524
566	1.603303914
567	1.603082179
568	1.60215105
569	1.601456067
570	1.600141149
571	1.598816439
572	1.598460629
573	1.597624294
574	1.597271433
575	1.596363508
576	1.595825403
577	1.594585519
578	1.593403324
579	1.591542597
580	1.591209891
581	1.590697134
582	1.589388151
583	1.588835211
584	1.587627026
585	1.586525806
586	1.585308198
587	1.583486083
588	1.582402554
589	1.581259579
590	1.58087868
591	1.580654664
592	1.579761599
593	1.578884665
594	1.578077814
595	1.57773808
596	1.576009768
597	1.57483568
598	1.573784517
599	1.572921108
600	1.57163374
601	1.569519559
602	1.569261692
603	1.568745728
604	1.567861731
605	1.566542047
606	1.565533543
607	1.56427046
608	1.56309173
609	1.561761255
610	1.560680233
611	1.559937712
612	1.559403369
613	1.558298628
614	1.557699438
615	1.557448818
616	1.556375077
617	1.555224121
618	1.554752191
619	1.55376841
620	1.552601965
621	1.552414612
622	1.552204703
623	1.551329217
624	1.550320815
625	1.549886466
626	1.549660661
627	1.548581098
628	1.547360952
629	1.546435626
630	1.54534779
631	1.54452197
632	1.543675951
633	1.542710786
634	1.541647
635	1.541399977
636	1.541204309
637	1.540071654
638	1.539872483
639	1.538371808
640	1.537299297
641	1.537043787
642	1.536840497
643	1.535644623
644	1.534810322
645	1.533492008
646	1.532061362
647	1.531729324
648	1.530610099
649	1.530427448
650	1.529485532
651	1.529161083
652	1.528357708
653	1.527393778
654	1.526493771
655	1.52563692
656	1.525529625
657	1.524873847
658	1.523769291
659	1.522547069
660	1.521126903
661	1.520801881
662	1.520328491
663	1.51877579
664	1.51853587
665	1.51826492
666	1.517130966
667	1.516252148
668	1.515435133
669	1.514560153
670	1.513575494
671	1.512656221
672	1.512515801
673	1.511614119
674	1.51067911
675	1.5093193
676	1.508846995
677	1.508394366
678	1.507533276
679	1.506295625
680	1.505637418
681	1.505360688
682	1.505181222
683	1.504982481
684	1.504832324
685	1.503659117
686	1.502550959
687	1.502243073
688	1.501150546
689	1.500369219
690	1.498829472
691	1.497848567
692	1.496989885
693	1.496561272
694	1.495752056
695	1.494903788
696	1.493964718
697	1.492603463
698	1.491743343
699	1.490413149
700	1.489317227
701	1.488400653
702	1.486688205
703	1.485923234
704	1.485282559
705	1.484360457
706	1.483595664
707	1.483337194
708	1.482361136
709	1.481585074
710	1.481042774
711	1.480085631
712	1.479467706
713	1.478978044
714	1.478173016
715	1.477246289
716	1.476929374
717	1.476100923
718	1.475794258
719	1.474368193
720	1.472909003
721	1.472544052
722	1.471800025
723	1.471045355
724	1.470304147
725	1.469203529
726	1.468359091
727	1.467655918
728	1.467325691
729	1.467100287
730	1.466798405
731	1.465757278
732	1.464904598
733	1.464067632
734	1.463812101
735	1.463618769
736	1.462228699
737	1.461932373
738	1.461167545
739	1.46070112
740	1.460137161
741	1.459948668
742	1.45918316
743	1.458410882
744	1.456955529
745	1.45577114
746	1.455012525
747	1.454792126
748	1.454585803
749	1.454107776
750	1.452865265
751	1.45265631
752	1.451826243
753	1.450624212
754	1.449321602
755	1.44872339
756	1.447920694
757	1.447129364
758	1.446845287
759	1.44658715
760	1.445785527
761	1.445578397
762	1.44484058
763	1.443983962
764	1.443380819
765	1.442126245
766	1.441971028
767	1.441110311
768	1.440816751
769	1.440655072
770	1.439926904
771	1.438882023
772	1.438587934
773	1.437711399
774	1.437498229
775	1.436606737
776	1.43592903
777	1.435657883
778	1.434769604
779	1.434545507
780	1.433827527
781	1.433546679
782	1.431945172
783	1.431227532
784	1.430591656
785	1.429839287
786	1.428984425
787	1.428288821
788	1.428076555
789	1.427877714
790	1.42728847
791	1.427196424
792	1.42707517
793	1.426776824
794	1.426331351
795	1.425915859
796	1.424942749
797	1.424430064
798	1.423755595
799	1.423253656
800	1.422375162
801	1.421586883
802	1.421393027
803	1.421075693
804	1.420038875
805	1.419341137
806	1.418642829
807	1.41710285
808	1.416090806
809	1.415035184
810	1.414889045
811	1.414261009
812	1.413918027
813	1.413673583
814	1.413325159
815	1.412509755
816	1.411536545
817	1.41140662
818	1.410374405
819	1.409366355
820	1.408905463
821	1.40819371
822	1.408141245
823	1.407259709
824	1.407118325
825	1.406863394
826	1.406050255
827	1.405086103
828	1.404632169
829	1.404516384
830	1.404258614
831	1.404162204
832	1.403917727
833	1.402964459
834	1.401959125
835	1.400967337
836	1.400027858
837	1.399275789
838	1.399193429
839	1.39888915
840	1.398351602
841	1.398084242
842	1.397499964
843	1.396733808
844	1.395586205
845	1.395347249
846	1.39457469
847	1.393657664
848	1.393162773
849	1.392419075
850	1.391494539
851	1.390641577
852	1.390545322
853	1.390114783
854	1.389912343
855	1.389643657
856	1.38897095
857	1.388704076
858	1.388043785
859	1.387470321
860	1.386872594
861	1.386086939
862	1.385417824
863	1.384924532
864	1.383619211
865	1.382838435
866	1.382408089
867	1.381724503
868	1.381111231
869	1.380209689
870	1.379636377
871	1.379508461
872	1.379333243
873	1.378508415
874	1.377704223
875	1.377293433
876	1.37716448
877	1.377041559
878	1.37664502
879	1.375767319
880	1.375515822
881	1.375335563
882	1.374778119
883	1.37471025
884	1.374118023
885	1.37260344
886	1.372469403
887	1.37173556
888	1.371091992
889	1.37036889
890	1.369660745
891	1.368882987
892	1.368184973
893	1.367618454
894	1.367120976
895	1.366985864
896	1.366297727
897	1.365509469
898	1.364924569
899	1.364009034
900	1.363458268
901	1.363157933
902	1.362962917
903	1.362007356
904	1.361798335
905	1.361331171
906	1.360650917
907	1.359993966
908	1.358523239
909	1.357701913
910	1.357458658
911	1.356799946
912	1.356183268
913	1.355555607
914	1.354734391
915	1.353933681
916	1.353705313
917	1.353413193
918	1.352776535
919	1.352682761
920	1.352540829
921	1.35200525
922	1.351336669
923	1.350630802
924	1.34982281
925	1.349306282
926	1.347940112
927	1.347838079
928	1.347019485
929	1.346375431
930	1.346227128
931	1.346145473
932	1.344862545
933	1.344303191
934	1.34331336
935	1.342688962
936	1.341923097
937	1.340830437
938	1.340029591
939	1.339564799
940	1.338956986
941	1.338774831
942	1.338174904
943	1.337629297
944	1.337091255
945	1.336883066
946	1.336723759
947	1.336263138
948	1.335150255
949	1.334618656
950	1.334391671
951	1.333604511
952	1.333036257
953	1.332670267
954	1.332230573
955	1.33211716
956	1.331903744
957	1.331726802
958	1.331573579
959	1.330266508
960	1.329816415
961	1.329594046
962	1.328991004
963	1.328142918
964	1.327395818
965	1.326667224
966	1.326597886
967	1.326455084
968	1.325574405
969	1.325123029
970	1.32494833
971	1.32422521
972	1.323478501
973	1.322704278
974	1.32215247
975	1.32136853
976	1.320514358
977	1.320116396
978	1.319275159
979	1.318332946
980	1.317892469
981	1.317716037
982	1.317129418
983	1.316296548
984	1.315535435
985	1.315259134
986	1.314620807
987	1.314573648
988	1.31423511
989	1.314134999
990	1.312782143
991	1.312609959
992	1.311626148
993	1.311568933
994	1.311300694
995	1.31092053
996	1.310290255
997	1.310204024
998	1.310018886
999	1.309516972
